,Vector ID,Year,Province,Employment Type,Type of Statistic,Unit of Measure,Value
929,v107659335,2020,Alberta,All persons with employment income,"$60,000 to $69,999",Percent,6.3
930,v107659336,2020,Alberta,All persons with employment income,"$70,000 to $79,999",Percent,5.2
931,v107659337,2020,Alberta,All persons with employment income,"$80,000 to $99,999",Percent,9.6
932,v107659338,2020,Alberta,All persons with employment income,"$80,000 to $89,999",Percent,5.3
933,v107659339,2020,Alberta,All persons with employment income,"$90,000 to $99,999",Percent,4.3
934,v107659340,2020,Alberta,All persons with employment income,"$100,000 and over",Percent,14.9
935,v107659375,2020,Alberta,All persons with employment income,Number of persons,Number,1327.0
936,v107659376,2020,Alberta,All persons with employment income,Average employment income,2021 constant dollars,65000.0
937,v107659377,2020,Alberta,All persons with employment income,Median employment income,2021 constant dollars,50800.0
938,v107659378,2020,Alberta,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,9.8
939,v107659379,2020,Alberta,All persons with employment income,"$5,000 to $9,999",Percent,7.3
940,v107659380,2020,Alberta,All persons with employment income,"$10,000 to $19,999",Percent,9.3
941,v107659381,2020,Alberta,All persons with employment income,"$20,000 to $29,999",Percent,8.6
942,v107659382,2020,Alberta,All persons with employment income,"$30,000 to $39,999",Percent,8.0
943,v107659383,2020,Alberta,All persons with employment income,"$40,000 to $49,999",Percent,6.4
944,v107659384,2020,Alberta,All persons with employment income,"$50,000 to $59,999",Percent,6.5
945,v107659385,2020,Alberta,All persons with employment income,"$60,000 to $79,999",Percent,11.9
946,v107659386,2020,Alberta,All persons with employment income,"$60,000 to $69,999",Percent,5.9
947,v107659387,2020,Alberta,All persons with employment income,"$70,000 to $79,999",Percent,6.1
948,v107659388,2020,Alberta,All persons with employment income,"$80,000 to $99,999",Percent,12.2
949,v107659389,2020,Alberta,All persons with employment income,"$80,000 to $89,999",Percent,7.1
950,v107659390,2020,Alberta,All persons with employment income,"$90,000 to $99,999",Percent,5.1
951,v107659391,2020,Alberta,All persons with employment income,"$100,000 and over",Percent,19.9
952,v107659426,2020,Alberta,All persons with employment income,Number of persons,Number,1170.0
953,v107659427,2020,Alberta,All persons with employment income,Average employment income,2021 constant dollars,43400.0
954,v107659428,2020,Alberta,All persons with employment income,Median employment income,2021 constant dollars,32600.0
955,v107659429,2020,Alberta,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,14.2
956,v107659430,2020,Alberta,All persons with employment income,"$5,000 to $9,999",Percent,9.9
957,v107659431,2020,Alberta,All persons with employment income,"$10,000 to $19,999",Percent,13.6
958,v107659432,2020,Alberta,All persons with employment income,"$20,000 to $29,999",Percent,9.9
959,v107659433,2020,Alberta,All persons with employment income,"$30,000 to $39,999",Percent,7.7
960,v107659434,2020,Alberta,All persons with employment income,"$40,000 to $49,999",Percent,10.0
961,v107659435,2020,Alberta,All persons with employment income,"$50,000 to $59,999",Percent,7.6
962,v107659436,2020,Alberta,All persons with employment income,"$60,000 to $79,999",Percent,11.0
963,v107659437,2020,Alberta,All persons with employment income,"$60,000 to $69,999",Percent,6.7
964,v107659438,2020,Alberta,All persons with employment income,"$70,000 to $79,999",Percent,4.3
965,v107659439,2020,Alberta,All persons with employment income,"$80,000 to $99,999",Percent,6.7
966,v107659440,2020,Alberta,All persons with employment income,"$80,000 to $89,999",Percent,3.3
967,v107659441,2020,Alberta,All persons with employment income,"$90,000 to $99,999",Percent,3.4
968,v107659442,2020,Alberta,All persons with employment income,"$100,000 and over",Percent,9.3
969,v107659477,2020,British Columbia,All persons with employment income,Number of persons,Number,2976.0
970,v107659478,2020,British Columbia,All persons with employment income,Average employment income,2021 constant dollars,48800.0
971,v107659479,2020,British Columbia,All persons with employment income,Median employment income,2021 constant dollars,37600.0
972,v107659480,2020,British Columbia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.9
973,v107659481,2020,British Columbia,All persons with employment income,"$5,000 to $9,999",Percent,8.6
974,v107659482,2020,British Columbia,All persons with employment income,"$10,000 to $19,999",Percent,11.5
975,v107659483,2020,British Columbia,All persons with employment income,"$20,000 to $29,999",Percent,9.1
976,v107659484,2020,British Columbia,All persons with employment income,"$30,000 to $39,999",Percent,9.1
977,v107659485,2020,British Columbia,All persons with employment income,"$40,000 to $49,999",Percent,9.0
978,v107659486,2020,British Columbia,All persons with employment income,"$50,000 to $59,999",Percent,7.7
979,v107659487,2020,British Columbia,All persons with employment income,"$60,000 to $79,999",Percent,11.6
980,v107659488,2020,British Columbia,All persons with employment income,"$60,000 to $69,999",Percent,6.2
981,v107659489,2020,British Columbia,All persons with employment income,"$70,000 to $79,999",Percent,5.4
982,v107659490,2020,British Columbia,All persons with employment income,"$80,000 to $99,999",Percent,7.9
983,v107659491,2020,British Columbia,All persons with employment income,"$80,000 to $89,999",Percent,4.4
984,v107659492,2020,British Columbia,All persons with employment income,"$90,000 to $99,999",Percent,3.5
985,v107659493,2020,British Columbia,All persons with employment income,"$100,000 and over",Percent,11.7
986,v107659528,2020,British Columbia,All persons with employment income,Number of persons,Number,1530.0
987,v107659529,2020,British Columbia,All persons with employment income,Average employment income,2021 constant dollars,58300.0
988,v107659530,2020,British Columbia,All persons with employment income,Median employment income,2021 constant dollars,45900.0
989,v107659531,2020,British Columbia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,11.3
990,v107659532,2020,British Columbia,All persons with employment income,"$5,000 to $9,999",Percent,7.0
991,v107659533,2020,British Columbia,All persons with employment income,"$10,000 to $19,999",Percent,9.7
992,v107659534,2020,British Columbia,All persons with employment income,"$20,000 to $29,999",Percent,8.5
993,v107659535,2020,British Columbia,All persons with employment income,"$30,000 to $39,999",Percent,8.3
994,v107659536,2020,British Columbia,All persons with employment income,"$40,000 to $49,999",Percent,8.4
995,v107659537,2020,British Columbia,All persons with employment income,"$50,000 to $59,999",Percent,7.0
996,v107659538,2020,British Columbia,All persons with employment income,"$60,000 to $79,999",Percent,13.0
997,v107659539,2020,British Columbia,All persons with employment income,"$60,000 to $69,999",Percent,6.5
998,v107659540,2020,British Columbia,All persons with employment income,"$70,000 to $79,999",Percent,6.5
999,v107659541,2020,British Columbia,All persons with employment income,"$80,000 to $99,999",Percent,10.1
1000,v107659542,2020,British Columbia,All persons with employment income,"$80,000 to $89,999",Percent,5.5
1001,v107659543,2020,British Columbia,All persons with employment income,"$90,000 to $99,999",Percent,4.7
1002,v107659544,2020,British Columbia,All persons with employment income,"$100,000 and over",Percent,16.6
1003,v107659579,2020,British Columbia,All persons with employment income,Number of persons,Number,1446.0
1004,v107659580,2020,British Columbia,All persons with employment income,Average employment income,2021 constant dollars,38800.0
1005,v107659581,2020,British Columbia,All persons with employment income,Median employment income,2021 constant dollars,30000.0
1006,v107659582,2020,British Columbia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,16.6
1007,v107659583,2020,British Columbia,All persons with employment income,"$5,000 to $9,999",Percent,10.4
1008,v107659584,2020,British Columbia,All persons with employment income,"$10,000 to $19,999",Percent,13.4
1009,v107659585,2020,British Columbia,All persons with employment income,"$20,000 to $29,999",Percent,9.7
1010,v107659586,2020,British Columbia,All persons with employment income,"$30,000 to $39,999",Percent,9.9
1011,v107659587,2020,British Columbia,All persons with employment income,"$40,000 to $49,999",Percent,9.7
1012,v107659588,2020,British Columbia,All persons with employment income,"$50,000 to $59,999",Percent,8.3
1013,v107659589,2020,British Columbia,All persons with employment income,"$60,000 to $79,999",Percent,10.1
1014,v107659590,2020,British Columbia,All persons with employment income,"$60,000 to $69,999",Percent,5.9
1015,v107659591,2020,British Columbia,All persons with employment income,"$70,000 to $79,999",Percent,4.2
1016,v107659592,2020,British Columbia,All persons with employment income,"$80,000 to $99,999",Percent,5.4
1017,v107659593,2020,British Columbia,All persons with employment income,"$80,000 to $89,999",Percent,3.2
1018,v107659594,2020,British Columbia,All persons with employment income,"$90,000 to $99,999",Percent,2.2
1019,v107659595,2020,British Columbia,All persons with employment income,"$100,000 and over",Percent,6.5
1020,v107657947,2021,Newfoundland and Labrador,All persons with employment income,Number of persons,Number,298.0
1021,v107657948,2021,Newfoundland and Labrador,All persons with employment income,Average employment income,2021 constant dollars,47400.0
1022,v107657949,2021,Newfoundland and Labrador,All persons with employment income,Median employment income,2021 constant dollars,33800.0
1023,v107657950,2021,Newfoundland and Labrador,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.9
1024,v107657951,2021,Newfoundland and Labrador,All persons with employment income,"$5,000 to $9,999",Percent,8.0
1025,v107657952,2021,Newfoundland and Labrador,All persons with employment income,"$10,000 to $19,999",Percent,14.1
1026,v107657953,2021,Newfoundland and Labrador,All persons with employment income,"$20,000 to $29,999",Percent,11.0
1027,v107657954,2021,Newfoundland and Labrador,All persons with employment income,"$30,000 to $39,999",Percent,8.0
1028,v107657955,2021,Newfoundland and Labrador,All persons with employment income,"$40,000 to $49,999",Percent,9.6
1029,v107657956,2021,Newfoundland and Labrador,All persons with employment income,"$50,000 to $59,999",Percent,6.4
1030,v107657957,2021,Newfoundland and Labrador,All persons with employment income,"$60,000 to $79,999",Percent,10.5
1031,v107657958,2021,Newfoundland and Labrador,All persons with employment income,"$60,000 to $69,999",Percent,5.5
1032,v107657959,2021,Newfoundland and Labrador,All persons with employment income,"$70,000 to $79,999",Percent,5.0
1033,v107657960,2021,Newfoundland and Labrador,All persons with employment income,"$80,000 to $99,999",Percent,7.7
1034,v107657961,2021,Newfoundland and Labrador,All persons with employment income,"$80,000 to $89,999",Percent,3.2
1035,v107657962,2021,Newfoundland and Labrador,All persons with employment income,"$90,000 to $99,999",Percent,4.4
1036,v107657963,2021,Newfoundland and Labrador,All persons with employment income,"$100,000 and over",Percent,10.7
1037,v107657998,2021,Newfoundland and Labrador,All persons with employment income,Number of persons,Number,152.0
1038,v107657999,2021,Newfoundland and Labrador,All persons with employment income,Average employment income,2021 constant dollars,55700.0
1039,v107658000,2021,Newfoundland and Labrador,All persons with employment income,Median employment income,2021 constant dollars,40500.0
1040,v107658001,2021,Newfoundland and Labrador,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.8
1041,v107658002,2021,Newfoundland and Labrador,All persons with employment income,"$5,000 to $9,999",Percent,6.5
1042,v107658003,2021,Newfoundland and Labrador,All persons with employment income,"$10,000 to $19,999",Percent,11.2
1043,v107658004,2021,Newfoundland and Labrador,All persons with employment income,"$20,000 to $29,999",Percent,10.9
1044,v107658005,2021,Newfoundland and Labrador,All persons with employment income,"$30,000 to $39,999",Percent,6.7
1045,v107658006,2021,Newfoundland and Labrador,All persons with employment income,"$40,000 to $49,999",Percent,9.0
1046,v107658007,2021,Newfoundland and Labrador,All persons with employment income,"$50,000 to $59,999",Percent,5.8
1047,v107658008,2021,Newfoundland and Labrador,All persons with employment income,"$60,000 to $79,999",Percent,12.6
1048,v107658009,2021,Newfoundland and Labrador,All persons with employment income,"$60,000 to $69,999",Percent,6.3
1049,v107658010,2021,Newfoundland and Labrador,All persons with employment income,"$70,000 to $79,999",Percent,6.3
1050,v107658011,2021,Newfoundland and Labrador,All persons with employment income,"$80,000 to $99,999",Percent,8.7
1051,v107658012,2021,Newfoundland and Labrador,All persons with employment income,"$80,000 to $89,999",Percent,3.7
1052,v107658013,2021,Newfoundland and Labrador,All persons with employment income,"$90,000 to $99,999",Percent,4.9
1053,v107658014,2021,Newfoundland and Labrador,All persons with employment income,"$100,000 and over",Percent,14.9
1054,v107658049,2021,Newfoundland and Labrador,All persons with employment income,Number of persons,Number,147.0
1055,v107658050,2021,Newfoundland and Labrador,All persons with employment income,Average employment income,2021 constant dollars,38900.0
1056,v107658051,2021,Newfoundland and Labrador,All persons with employment income,Median employment income,2021 constant dollars,28700.0
1057,v107658052,2021,Newfoundland and Labrador,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,14.1
1058,v107658053,2021,Newfoundland and Labrador,All persons with employment income,"$5,000 to $9,999",Percent,9.6
1059,v107658054,2021,Newfoundland and Labrador,All persons with employment income,"$10,000 to $19,999",Percent,17.0
1060,v107658055,2021,Newfoundland and Labrador,All persons with employment income,"$20,000 to $29,999",Percent,11.1
1061,v107658056,2021,Newfoundland and Labrador,All persons with employment income,"$30,000 to $39,999",Percent,9.4
1062,v107658057,2021,Newfoundland and Labrador,All persons with employment income,"$40,000 to $49,999",Percent,10.1
1063,v107658058,2021,Newfoundland and Labrador,All persons with employment income,"$50,000 to $59,999",Percent,7.1
1064,v107658059,2021,Newfoundland and Labrador,All persons with employment income,"$60,000 to $79,999",Percent,8.4
1065,v107658060,2021,Newfoundland and Labrador,All persons with employment income,"$60,000 to $69,999",Percent,4.8
1066,v107658061,2021,Newfoundland and Labrador,All persons with employment income,"$70,000 to $79,999",Percent,3.7
1067,v107658062,2021,Newfoundland and Labrador,All persons with employment income,"$80,000 to $99,999",Percent,6.6
1068,v107658063,2021,Newfoundland and Labrador,All persons with employment income,"$80,000 to $89,999",Percent,2.7
1069,v107658064,2021,Newfoundland and Labrador,All persons with employment income,"$90,000 to $99,999",Percent,3.9
1070,v107658065,2021,Newfoundland and Labrador,All persons with employment income,"$100,000 and over",Percent,6.5
1071,v107658100,2021,Prince Edward Island,All persons with employment income,Number of persons,Number,99.0
1072,v107658101,2021,Prince Edward Island,All persons with employment income,Average employment income,2021 constant dollars,41200.0
1073,v107658102,2021,Prince Edward Island,All persons with employment income,Median employment income,2021 constant dollars,33300.0
1074,v107658103,2021,Prince Edward Island,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,9.9
1075,v107658104,2021,Prince Edward Island,All persons with employment income,"$5,000 to $9,999",Percent,9.9
1076,v107658105,2021,Prince Edward Island,All persons with employment income,"$10,000 to $19,999",Percent,14.4
1077,v107658106,2021,Prince Edward Island,All persons with employment income,"$20,000 to $29,999",Percent,12.2
1078,v107658107,2021,Prince Edward Island,All persons with employment income,"$30,000 to $39,999",Percent,11.1
1079,v107658108,2021,Prince Edward Island,All persons with employment income,"$40,000 to $49,999",Percent,10.8
1080,v107658109,2021,Prince Edward Island,All persons with employment income,"$50,000 to $59,999",Percent,7.6
1081,v107658110,2021,Prince Edward Island,All persons with employment income,"$60,000 to $79,999",Percent,11.3
1082,v107658111,2021,Prince Edward Island,All persons with employment income,"$60,000 to $69,999",Percent,5.7
1083,v107658112,2021,Prince Edward Island,All persons with employment income,"$70,000 to $79,999",Percent,5.5
1084,v107658113,2021,Prince Edward Island,All persons with employment income,"$80,000 to $99,999",Percent,6.2
1085,v107658114,2021,Prince Edward Island,All persons with employment income,"$80,000 to $89,999",Percent,3.6
1086,v107658115,2021,Prince Edward Island,All persons with employment income,"$90,000 to $99,999",Percent,2.6
1087,v107658116,2021,Prince Edward Island,All persons with employment income,"$100,000 and over",Percent,6.6
1088,v107658151,2021,Prince Edward Island,All persons with employment income,Number of persons,Number,51.0
1089,v107658152,2021,Prince Edward Island,All persons with employment income,Average employment income,2021 constant dollars,46400.0
1090,v107658153,2021,Prince Edward Island,All persons with employment income,Median employment income,2021 constant dollars,37600.0
1091,v107658154,2021,Prince Edward Island,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,11.1
1092,v107658155,2021,Prince Edward Island,All persons with employment income,"$5,000 to $9,999",Percent,7.7
1093,v107658156,2021,Prince Edward Island,All persons with employment income,"$10,000 to $19,999",Percent,11.4
1094,v107658157,2021,Prince Edward Island,All persons with employment income,"$20,000 to $29,999",Percent,11.1
1095,v107658158,2021,Prince Edward Island,All persons with employment income,"$30,000 to $39,999",Percent,11.5
1096,v107658159,2021,Prince Edward Island,All persons with employment income,"$40,000 to $49,999",Percent,10.6
1097,v107658160,2021,Prince Edward Island,All persons with employment income,"$50,000 to $59,999",Percent,9.5
1098,v107658161,2021,Prince Edward Island,All persons with employment income,"$60,000 to $79,999",Percent,11.0
1099,v107658162,2021,Prince Edward Island,All persons with employment income,"$60,000 to $69,999",Percent,5.3
1100,v107658163,2021,Prince Edward Island,All persons with employment income,"$70,000 to $79,999",Percent,5.7
1101,v107658164,2021,Prince Edward Island,All persons with employment income,"$80,000 to $99,999",Percent,6.4
1102,v107658165,2021,Prince Edward Island,All persons with employment income,"$80,000 to $89,999",Percent,3.6
1103,v107658166,2021,Prince Edward Island,All persons with employment income,"$90,000 to $99,999",Percent,2.8
1104,v107658167,2021,Prince Edward Island,All persons with employment income,"$100,000 and over",Percent,9.8
1105,v107658202,2021,Prince Edward Island,All persons with employment income,Number of persons,Number,48.0
1106,v107658203,2021,Prince Edward Island,All persons with employment income,Average employment income,2021 constant dollars,35700.0
1107,v107658204,2021,Prince Edward Island,All persons with employment income,Median employment income,2021 constant dollars,28000.0
1108,v107658205,2021,Prince Edward Island,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,8.7
1109,v107658206,2021,Prince Edward Island,All persons with employment income,"$5,000 to $9,999",Percent,12.2
1110,v107658207,2021,Prince Edward Island,All persons with employment income,"$10,000 to $19,999",Percent,17.6
1111,v107658208,2021,Prince Edward Island,All persons with employment income,"$20,000 to $29,999",Percent,13.5
1112,v107658209,2021,Prince Edward Island,All persons with employment income,"$30,000 to $39,999",Percent,10.6
1113,v107658210,2021,Prince Edward Island,All persons with employment income,"$40,000 to $49,999",Percent,11.0
1114,v107658211,2021,Prince Edward Island,All persons with employment income,"$50,000 to $59,999",Percent,5.5
1115,v107658212,2021,Prince Edward Island,All persons with employment income,"$60,000 to $79,999",Percent,11.5
1116,v107658213,2021,Prince Edward Island,All persons with employment income,"$60,000 to $69,999",Percent,6.2
1117,v107658214,2021,Prince Edward Island,All persons with employment income,"$70,000 to $79,999",Percent,5.3
1118,v107658215,2021,Prince Edward Island,All persons with employment income,"$80,000 to $99,999",Percent,6.0
1119,v107658216,2021,Prince Edward Island,All persons with employment income,"$80,000 to $89,999",Percent,3.5
1120,v107658217,2021,Prince Edward Island,All persons with employment income,"$90,000 to $99,999",Percent,2.5
1121,v107658218,2021,Prince Edward Island,All persons with employment income,"$100,000 and over",Percent,3.3
1122,v107658253,2021,Nova Scotia,All persons with employment income,Number of persons,Number,574.0
1123,v107658254,2021,Nova Scotia,All persons with employment income,Average employment income,2021 constant dollars,44700.0
1124,v107658255,2021,Nova Scotia,All persons with employment income,Median employment income,2021 constant dollars,34700.0
1125,v107658256,2021,Nova Scotia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,13.7
1126,v107658257,2021,Nova Scotia,All persons with employment income,"$5,000 to $9,999",Percent,7.1
1127,v107658258,2021,Nova Scotia,All persons with employment income,"$10,000 to $19,999",Percent,13.1
1128,v107658259,2021,Nova Scotia,All persons with employment income,"$20,000 to $29,999",Percent,10.6
1129,v107658260,2021,Nova Scotia,All persons with employment income,"$30,000 to $39,999",Percent,11.7
1130,v107658261,2021,Nova Scotia,All persons with employment income,"$40,000 to $49,999",Percent,8.9
1131,v107658262,2021,Nova Scotia,All persons with employment income,"$50,000 to $59,999",Percent,7.1
1132,v107658263,2021,Nova Scotia,All persons with employment income,"$60,000 to $79,999",Percent,11.3
1133,v107658264,2021,Nova Scotia,All persons with employment income,"$60,000 to $69,999",Percent,6.0
1134,v107658265,2021,Nova Scotia,All persons with employment income,"$70,000 to $79,999",Percent,5.3
1135,v107658266,2021,Nova Scotia,All persons with employment income,"$80,000 to $99,999",Percent,8.3
1136,v107658267,2021,Nova Scotia,All persons with employment income,"$80,000 to $89,999",Percent,4.5
1137,v107658268,2021,Nova Scotia,All persons with employment income,"$90,000 to $99,999",Percent,3.8
1138,v107658269,2021,Nova Scotia,All persons with employment income,"$100,000 and over",Percent,8.1
1139,v107658304,2021,Nova Scotia,All persons with employment income,Number of persons,Number,290.0
1140,v107658305,2021,Nova Scotia,All persons with employment income,Average employment income,2021 constant dollars,51400.0
1141,v107658306,2021,Nova Scotia,All persons with employment income,Median employment income,2021 constant dollars,41100.0
1142,v107658307,2021,Nova Scotia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,11.2
1143,v107658308,2021,Nova Scotia,All persons with employment income,"$5,000 to $9,999",Percent,5.8
1144,v107658309,2021,Nova Scotia,All persons with employment income,"$10,000 to $19,999",Percent,12.4
1145,v107658310,2021,Nova Scotia,All persons with employment income,"$20,000 to $29,999",Percent,10.1
1146,v107658311,2021,Nova Scotia,All persons with employment income,"$30,000 to $39,999",Percent,9.8
1147,v107658312,2021,Nova Scotia,All persons with employment income,"$40,000 to $49,999",Percent,8.4
1148,v107658313,2021,Nova Scotia,All persons with employment income,"$50,000 to $59,999",Percent,7.8
1149,v107658314,2021,Nova Scotia,All persons with employment income,"$60,000 to $79,999",Percent,12.9
1150,v107658315,2021,Nova Scotia,All persons with employment income,"$60,000 to $69,999",Percent,6.9
1151,v107658316,2021,Nova Scotia,All persons with employment income,"$70,000 to $79,999",Percent,6.0
1152,v107658317,2021,Nova Scotia,All persons with employment income,"$80,000 to $99,999",Percent,10.5
1153,v107658318,2021,Nova Scotia,All persons with employment income,"$80,000 to $89,999",Percent,5.8
1154,v107658319,2021,Nova Scotia,All persons with employment income,"$90,000 to $99,999",Percent,4.7
1155,v107658320,2021,Nova Scotia,All persons with employment income,"$100,000 and over",Percent,11.1
1156,v107658355,2021,Nova Scotia,All persons with employment income,Number of persons,Number,284.0
1157,v107658356,2021,Nova Scotia,All persons with employment income,Average employment income,2021 constant dollars,37900.0
1158,v107658357,2021,Nova Scotia,All persons with employment income,Median employment income,2021 constant dollars,30400.0
1159,v107658358,2021,Nova Scotia,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,16.3
1160,v107658359,2021,Nova Scotia,All persons with employment income,"$5,000 to $9,999",Percent,8.4
1161,v107658360,2021,Nova Scotia,All persons with employment income,"$10,000 to $19,999",Percent,13.9
1162,v107658361,2021,Nova Scotia,All persons with employment income,"$20,000 to $29,999",Percent,11.0
1163,v107658362,2021,Nova Scotia,All persons with employment income,"$30,000 to $39,999",Percent,13.7
1164,v107658363,2021,Nova Scotia,All persons with employment income,"$40,000 to $49,999",Percent,9.4
1165,v107658364,2021,Nova Scotia,All persons with employment income,"$50,000 to $59,999",Percent,6.4
1166,v107658365,2021,Nova Scotia,All persons with employment income,"$60,000 to $79,999",Percent,9.8
1167,v107658366,2021,Nova Scotia,All persons with employment income,"$60,000 to $69,999",Percent,5.2
1168,v107658367,2021,Nova Scotia,All persons with employment income,"$70,000 to $79,999",Percent,4.6
1169,v107658368,2021,Nova Scotia,All persons with employment income,"$80,000 to $99,999",Percent,6.1
1170,v107658369,2021,Nova Scotia,All persons with employment income,"$80,000 to $89,999",Percent,3.3
1171,v107658370,2021,Nova Scotia,All persons with employment income,"$90,000 to $99,999",Percent,2.9
1172,v107658371,2021,Nova Scotia,All persons with employment income,"$100,000 and over",Percent,5.0
1173,v107658406,2021,New Brunswick,All persons with employment income,Number of persons,Number,449.0
1174,v107658407,2021,New Brunswick,All persons with employment income,Average employment income,2021 constant dollars,43400.0
1175,v107658408,2021,New Brunswick,All persons with employment income,Median employment income,2021 constant dollars,34900.0
1176,v107658409,2021,New Brunswick,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,11.7
1177,v107658410,2021,New Brunswick,All persons with employment income,"$5,000 to $9,999",Percent,8.4
1178,v107658411,2021,New Brunswick,All persons with employment income,"$10,000 to $19,999",Percent,13.2
1179,v107658412,2021,New Brunswick,All persons with employment income,"$20,000 to $29,999",Percent,9.8
1180,v107658413,2021,New Brunswick,All persons with employment income,"$30,000 to $39,999",Percent,12.8
1181,v107658414,2021,New Brunswick,All persons with employment income,"$40,000 to $49,999",Percent,10.3
1182,v107658415,2021,New Brunswick,All persons with employment income,"$50,000 to $59,999",Percent,7.7
1183,v107658416,2021,New Brunswick,All persons with employment income,"$60,000 to $79,999",Percent,11.5
1184,v107658417,2021,New Brunswick,All persons with employment income,"$60,000 to $69,999",Percent,6.3
1185,v107658418,2021,New Brunswick,All persons with employment income,"$70,000 to $79,999",Percent,5.2
1186,v107658419,2021,New Brunswick,All persons with employment income,"$80,000 to $99,999",Percent,6.8
1187,v107658420,2021,New Brunswick,All persons with employment income,"$80,000 to $89,999",Percent,4.6
1188,v107658421,2021,New Brunswick,All persons with employment income,"$90,000 to $99,999",Percent,2.3
1189,v107658422,2021,New Brunswick,All persons with employment income,"$100,000 and over",Percent,7.6
1190,v107658457,2021,New Brunswick,All persons with employment income,Number of persons,Number,234.0
1191,v107658458,2021,New Brunswick,All persons with employment income,Average employment income,2021 constant dollars,49300.0
1192,v107658459,2021,New Brunswick,All persons with employment income,Median employment income,2021 constant dollars,40400.0
1193,v107658460,2021,New Brunswick,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,10.6
1194,v107658461,2021,New Brunswick,All persons with employment income,"$5,000 to $9,999",Percent,6.4
1195,v107658462,2021,New Brunswick,All persons with employment income,"$10,000 to $19,999",Percent,12.5
1196,v107658463,2021,New Brunswick,All persons with employment income,"$20,000 to $29,999",Percent,8.5
1197,v107658464,2021,New Brunswick,All persons with employment income,"$30,000 to $39,999",Percent,11.4
1198,v107658465,2021,New Brunswick,All persons with employment income,"$40,000 to $49,999",Percent,10.0
1199,v107658466,2021,New Brunswick,All persons with employment income,"$50,000 to $59,999",Percent,8.3
1200,v107658467,2021,New Brunswick,All persons with employment income,"$60,000 to $79,999",Percent,13.5
1201,v107658468,2021,New Brunswick,All persons with employment income,"$60,000 to $69,999",Percent,7.1
1202,v107658469,2021,New Brunswick,All persons with employment income,"$70,000 to $79,999",Percent,6.4
1203,v107658470,2021,New Brunswick,All persons with employment income,"$80,000 to $99,999",Percent,8.3
1204,v107658471,2021,New Brunswick,All persons with employment income,"$80,000 to $89,999",Percent,5.3
1205,v107658472,2021,New Brunswick,All persons with employment income,"$90,000 to $99,999",Percent,3.0
1206,v107658473,2021,New Brunswick,All persons with employment income,"$100,000 and over",Percent,10.4
1207,v107658508,2021,New Brunswick,All persons with employment income,Number of persons,Number,216.0
1208,v107658509,2021,New Brunswick,All persons with employment income,Average employment income,2021 constant dollars,37100.0
1209,v107658510,2021,New Brunswick,All persons with employment income,Median employment income,2021 constant dollars,31000.0
1210,v107658511,2021,New Brunswick,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,12.9
1211,v107658512,2021,New Brunswick,All persons with employment income,"$5,000 to $9,999",Percent,10.6
1212,v107658513,2021,New Brunswick,All persons with employment income,"$10,000 to $19,999",Percent,13.9
1213,v107658514,2021,New Brunswick,All persons with employment income,"$20,000 to $29,999",Percent,11.2
1214,v107658515,2021,New Brunswick,All persons with employment income,"$30,000 to $39,999",Percent,14.4
1215,v107658516,2021,New Brunswick,All persons with employment income,"$40,000 to $49,999",Percent,10.7
1216,v107658517,2021,New Brunswick,All persons with employment income,"$50,000 to $59,999",Percent,7.0
1217,v107658518,2021,New Brunswick,All persons with employment income,"$60,000 to $79,999",Percent,9.4
1218,v107658519,2021,New Brunswick,All persons with employment income,"$60,000 to $69,999",Percent,5.5
1219,v107658520,2021,New Brunswick,All persons with employment income,"$70,000 to $79,999",Percent,3.9
1220,v107658521,2021,New Brunswick,All persons with employment income,"$80,000 to $99,999",Percent,5.2
1221,v107658522,2021,New Brunswick,All persons with employment income,"$80,000 to $89,999",Percent,3.7
1222,v107658523,2021,New Brunswick,All persons with employment income,"$90,000 to $99,999",Percent,1.5
1223,v107658524,2021,New Brunswick,All persons with employment income,"$100,000 and over",Percent,4.6
1224,v107658559,2021,Quebec,All persons with employment income,Number of persons,Number,5022.0
1225,v107658560,2021,Quebec,All persons with employment income,Average employment income,2021 constant dollars,47900.0
1226,v107658561,2021,Quebec,All persons with employment income,Median employment income,2021 constant dollars,38900.0
1227,v107658562,2021,Quebec,All persons with employment income,"Percentage under $5,000 (including losses)",Percent,12.4
1228,v107658563,2021,Quebec,All persons with employment income,"$5,000 to $9,999",Percent,7.4
1229,v107658564,2021,Quebec,All persons with employment income,"$10,000 to $19,999",Percent,12.0
