,Vector ID,Year,Province,Labour force characteristics,Sex,Unit of Measure,Value,Coordinate
10820,v1063542855,2021,Newfoundland and Labrador,Proportion employed full-time,Females,Percentage,78.1,2.11.3.18
10821,v1063542856,2021,Newfoundland and Labrador,Proportion employed full-time,Females,Percentage,69.2,2.11.3.19
10822,v1063542857,2021,Newfoundland and Labrador,Proportion employed full-time,Females,Percentage,68.0,2.11.3.20
10823,v1063542858,2021,Newfoundland and Labrador,Proportion employed full-time,Females,Percentage,60.0,2.11.3.21
10824,v1063542882,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,10.4,2.12.2.1
10825,v1063542883,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,40.7,2.12.2.2
10826,v1063542884,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,6.1,2.12.2.3
10827,v1063542885,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,5.2,2.12.2.4
10828,v1063542903,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,4.6,2.12.2.22
10829,v1063542886,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,6.8,2.12.2.5
10830,v1063542887,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,4.3,2.12.2.6
10831,v1063542888,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,10.3,2.12.2.7
10832,v1063542889,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,9.7,2.12.2.8
10833,v1063542890,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,61.7,2.12.2.9
10834,v1063542891,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,30.1,2.12.2.10
10835,v1063542892,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,10.0,2.12.2.11
10836,v1063542893,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,5.7,2.12.2.12
10837,v1063542894,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,,2.12.2.13
10838,v1063542895,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,,2.12.2.14
10839,v1063542896,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,,2.12.2.15
10840,v1063542897,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,,2.12.2.16
10841,v1063542898,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,6.2,2.12.2.17
10842,v1063542899,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,8.3,2.12.2.18
10843,v1063542900,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,20.6,2.12.2.19
10844,v1063542901,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,20.5,2.12.2.20
10845,v1063542902,2021,Newfoundland and Labrador,Proportion employed part-time,Males,Percentage,25.0,2.12.2.21
10846,v1063542904,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,19.9,2.12.3.1
10847,v1063542905,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,54.3,2.12.3.2
10848,v1063542906,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,14.9,2.12.3.3
10849,v1063542907,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,13.6,2.12.3.4
10850,v1063542925,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,14.6,2.12.3.22
10851,v1063542908,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,16.0,2.12.3.5
10852,v1063542909,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,13.0,2.12.3.6
10853,v1063542910,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,20.9,2.12.3.7
10854,v1063542911,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,19.5,2.12.3.8
10855,v1063542912,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,80.0,2.12.3.9
10856,v1063542913,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,38.8,2.12.3.10
10857,v1063542914,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,15.3,2.12.3.11
10858,v1063542915,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,16.1,2.12.3.12
10859,v1063542916,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,,2.12.3.13
10860,v1063542917,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,,2.12.3.14
10861,v1063542918,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,,2.12.3.15
10862,v1063542919,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,,2.12.3.16
10863,v1063542920,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,16.3,2.12.3.17
10864,v1063542921,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,21.9,2.12.3.18
10865,v1063542922,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,33.3,2.12.3.19
10866,v1063542923,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,28.0,2.12.3.20
10867,v1063542924,2021,Newfoundland and Labrador,Proportion employed part-time,Females,Percentage,33.3,2.12.3.21
10868,v1063542486,2021,Newfoundland and Labrador,Unemployment,Males,Persons,21.5,2.6.2.1
10869,v1063542487,2021,Newfoundland and Labrador,Unemployment,Males,Persons,3.9,2.6.2.2
10870,v1063542488,2021,Newfoundland and Labrador,Unemployment,Males,Persons,17.6,2.6.2.3
10871,v1063542489,2021,Newfoundland and Labrador,Unemployment,Males,Persons,6.9,2.6.2.4
10872,v1063542507,2021,Newfoundland and Labrador,Unemployment,Males,Persons,9.3,2.6.2.22
10873,v1063542490,2021,Newfoundland and Labrador,Unemployment,Males,Persons,10.8,2.6.2.5
10874,v1063542491,2021,Newfoundland and Labrador,Unemployment,Males,Persons,10.8,2.6.2.6
10875,v1063542492,2021,Newfoundland and Labrador,Unemployment,Males,Persons,6.9,2.6.2.7
10876,v1063542493,2021,Newfoundland and Labrador,Unemployment,Males,Persons,20.0,2.6.2.8
10877,v1063542494,2021,Newfoundland and Labrador,Unemployment,Males,Persons,1.5,2.6.2.9
10878,v1063542495,2021,Newfoundland and Labrador,Unemployment,Males,Persons,2.4,2.6.2.10
10879,v1063542496,2021,Newfoundland and Labrador,Unemployment,Males,Persons,1.9,2.6.2.11
10880,v1063542497,2021,Newfoundland and Labrador,Unemployment,Males,Persons,2.0,2.6.2.12
10881,v1063542498,2021,Newfoundland and Labrador,Unemployment,Males,Persons,1.2,2.6.2.13
10882,v1063542499,2021,Newfoundland and Labrador,Unemployment,Males,Persons,1.7,2.6.2.14
10883,v1063542500,2021,Newfoundland and Labrador,Unemployment,Males,Persons,1.7,2.6.2.15
10884,v1063542501,2021,Newfoundland and Labrador,Unemployment,Males,Persons,2.2,2.6.2.16
10885,v1063542502,2021,Newfoundland and Labrador,Unemployment,Males,Persons,2.8,2.6.2.17
10886,v1063542503,2021,Newfoundland and Labrador,Unemployment,Males,Persons,2.6,2.6.2.18
10887,v1063542504,2021,Newfoundland and Labrador,Unemployment,Males,Persons,,2.6.2.19
10888,v1063542505,2021,Newfoundland and Labrador,Unemployment,Males,Persons,,2.6.2.20
10889,v1063542506,2021,Newfoundland and Labrador,Unemployment,Males,Persons,,2.6.2.21
10890,v1063542508,2021,Newfoundland and Labrador,Unemployment,Females,Persons,12.0,2.6.3.1
10891,v1063542509,2021,Newfoundland and Labrador,Unemployment,Females,Persons,2.4,2.6.3.2
10892,v1063542510,2021,Newfoundland and Labrador,Unemployment,Females,Persons,9.6,2.6.3.3
10893,v1063542511,2021,Newfoundland and Labrador,Unemployment,Females,Persons,3.6,2.6.3.4
10894,v1063542529,2021,Newfoundland and Labrador,Unemployment,Females,Persons,5.6,2.6.3.22
10895,v1063542512,2021,Newfoundland and Labrador,Unemployment,Females,Persons,6.0,2.6.3.5
10896,v1063542513,2021,Newfoundland and Labrador,Unemployment,Females,Persons,6.1,2.6.3.6
10897,v1063542514,2021,Newfoundland and Labrador,Unemployment,Females,Persons,3.5,2.6.3.7
10898,v1063542515,2021,Newfoundland and Labrador,Unemployment,Females,Persons,11.6,2.6.3.8
10899,v1063542516,2021,Newfoundland and Labrador,Unemployment,Females,Persons,1.0,2.6.3.9
10900,v1063542517,2021,Newfoundland and Labrador,Unemployment,Females,Persons,1.4,2.6.3.10
10901,v1063542518,2021,Newfoundland and Labrador,Unemployment,Females,Persons,0.8,2.6.3.11
10902,v1063542519,2021,Newfoundland and Labrador,Unemployment,Females,Persons,0.8,2.6.3.12
10903,v1063542520,2021,Newfoundland and Labrador,Unemployment,Females,Persons,0.9,2.6.3.13
10904,v1063542521,2021,Newfoundland and Labrador,Unemployment,Females,Persons,1.0,2.6.3.14
10905,v1063542522,2021,Newfoundland and Labrador,Unemployment,Females,Persons,0.9,2.6.3.15
10906,v1063542523,2021,Newfoundland and Labrador,Unemployment,Females,Persons,1.6,2.6.3.16
10907,v1063542524,2021,Newfoundland and Labrador,Unemployment,Females,Persons,1.5,2.6.3.17
10908,v1063542525,2021,Newfoundland and Labrador,Unemployment,Females,Persons,1.6,2.6.3.18
10909,v1063542526,2021,Newfoundland and Labrador,Unemployment,Females,Persons,,2.6.3.19
10910,v1063542527,2021,Newfoundland and Labrador,Unemployment,Females,Persons,,2.6.3.20
10911,v1063542528,2021,Newfoundland and Labrador,Unemployment,Females,Persons,,2.6.3.21
10912,v1063542552,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,85.5,2.7.2.1
10913,v1063542553,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,10.6,2.7.2.2
10914,v1063542554,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,74.9,2.7.2.3
10915,v1063542555,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,7.2,2.7.2.4
10916,v1063542573,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,19.9,2.7.2.22
10917,v1063542556,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,67.7,2.7.2.5
10918,v1063542557,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,12.2,2.7.2.6
10919,v1063542558,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,62.7,2.7.2.7
10920,v1063542559,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,37.8,2.7.2.8
10921,v1063542560,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,7.4,2.7.2.9
10922,v1063542561,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,3.2,2.7.2.10
10923,v1063542562,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,2.0,2.7.2.11
10924,v1063542563,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,1.6,2.7.2.12
10925,v1063542564,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,1.3,2.7.2.13
10926,v1063542565,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,2.3,2.7.2.14
10927,v1063542566,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,2.2,2.7.2.15
10928,v1063542567,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,2.8,2.7.2.16
10929,v1063542568,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,5.2,2.7.2.17
10930,v1063542569,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,9.8,2.7.2.18
10931,v1063542570,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,47.7,2.7.2.19
10932,v1063542571,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,14.0,2.7.2.20
10933,v1063542572,2021,Newfoundland and Labrador,Not in labour force,Males,Persons,33.8,2.7.2.21
10934,v1063542574,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,103.5,2.7.3.1
10935,v1063542575,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,9.9,2.7.3.2
10936,v1063542576,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,93.6,2.7.3.3
10937,v1063542577,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,9.5,2.7.3.4
10938,v1063542595,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,27.4,2.7.3.22
10939,v1063542578,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,84.1,2.7.3.5
10940,v1063542579,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,16.5,2.7.3.6
10941,v1063542580,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,77.0,2.7.3.7
10942,v1063542581,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,46.8,2.7.3.8
10943,v1063542582,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,6.4,2.7.3.9
10944,v1063542583,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,3.5,2.7.3.10
10945,v1063542584,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,2.7,2.7.3.11
10946,v1063542585,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,2.1,2.7.3.12
10947,v1063542586,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,2.4,2.7.3.13
10948,v1063542587,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,2.3,2.7.3.14
10949,v1063542588,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,2.7,2.7.3.15
10950,v1063542589,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,4.3,2.7.3.16
10951,v1063542590,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,7.8,2.7.3.17
10952,v1063542591,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,12.6,2.7.3.18
10953,v1063542592,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,56.7,2.7.3.19
10954,v1063542593,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,17.4,2.7.3.20
10955,v1063542594,2021,Newfoundland and Labrador,Not in labour force,Females,Persons,39.3,2.7.3.21
10956,v1063542618,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,16.2,2.8.2.1
10957,v1063542619,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,21.8,2.8.2.2
10958,v1063542620,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,15.3,2.8.2.3
10959,v1063542621,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,13.9,2.8.2.4
10960,v1063542639,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,16.2,2.8.2.22
10961,v1063542622,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,16.5,2.8.2.5
10962,v1063542623,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,13.5,2.8.2.6
10963,v1063542624,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,19.8,2.8.2.7
10964,v1063542625,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,16.0,2.8.2.8
10965,v1063542626,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,24.2,2.8.2.9
10966,v1063542627,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,20.5,2.8.2.10
10967,v1063542628,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,16.0,2.8.2.11
10968,v1063542629,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,15.9,2.8.2.12
10969,v1063542630,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,10.6,2.8.2.13
10970,v1063542631,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,12.4,2.8.2.14
10971,v1063542632,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,13.2,2.8.2.15
10972,v1063542633,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,12.4,2.8.2.16
10973,v1063542634,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,17.9,2.8.2.17
10974,v1063542635,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,23.6,2.8.2.18
10975,v1063542636,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,,2.8.2.19
10976,v1063542637,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,,2.8.2.20
10977,v1063542638,2021,Newfoundland and Labrador,Unemployment rate,Males,Percentage,,2.8.2.21
10978,v1063542640,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,9.7,2.8.3.1
10979,v1063542641,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,14.6,2.8.3.2
10980,v1063542642,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,9.0,2.8.3.3
10981,v1063542643,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,7.3,2.8.3.4
10982,v1063542661,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,10.5,2.8.3.22
10983,v1063542644,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,10.4,2.8.3.5
10984,v1063542645,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,7.6,2.8.3.6
10985,v1063542646,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,12.9,2.8.3.7
10986,v1063542647,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,9.8,2.8.3.8
10987,v1063542648,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,15.4,2.8.3.9
10988,v1063542649,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,14.1,2.8.3.10
10989,v1063542650,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,7.5,2.8.3.11
10990,v1063542651,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,6.7,2.8.3.12
10991,v1063542652,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,7.3,2.8.3.13
10992,v1063542653,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,7.1,2.8.3.14
10993,v1063542654,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,6.6,2.8.3.15
10994,v1063542655,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,9.4,2.8.3.16
10995,v1063542656,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,10.9,2.8.3.17
10996,v1063542657,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,18.0,2.8.3.18
10997,v1063542658,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,,2.8.3.19
10998,v1063542659,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,,2.8.3.20
10999,v1063542660,2021,Newfoundland and Labrador,Unemployment rate,Females,Percentage,,2.8.3.21
11000,v1063542684,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,60.9,2.9.2.1
11001,v1063542685,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,62.8,2.9.2.2
11002,v1063542686,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,60.6,2.9.2.3
11003,v1063542687,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,87.3,2.9.2.4
11004,v1063542705,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,74.2,2.9.2.22
11005,v1063542688,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,49.2,2.9.2.5
11006,v1063542689,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,86.8,2.9.2.6
11007,v1063542690,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,35.8,2.9.2.7
11008,v1063542691,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,76.7,2.9.2.8
11009,v1063542692,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,45.6,2.9.2.9
11010,v1063542693,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,78.5,2.9.2.10
11011,v1063542694,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,85.6,2.9.2.11
11012,v1063542695,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,88.7,2.9.2.12
11013,v1063542696,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,89.0,2.9.2.13
11014,v1063542697,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,85.6,2.9.2.14
11015,v1063542698,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,85.4,2.9.2.15
11016,v1063542699,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,86.4,2.9.2.16
11017,v1063542700,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,75.0,2.9.2.17
11018,v1063542701,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,52.9,2.9.2.18
11019,v1063542702,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,14.8,2.9.2.19
11020,v1063542703,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,28.4,2.9.2.20
11021,v1063542704,2021,Newfoundland and Labrador,Participation rate,Males,Percentage,7.7,2.9.2.21
11022,v1063542706,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,54.4,2.9.3.1
11023,v1063542707,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,62.4,2.9.3.2
11024,v1063542708,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,53.3,2.9.3.3
11025,v1063542709,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,83.8,2.9.3.4
11026,v1063542727,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,66.0,2.9.3.22
11027,v1063542710,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,40.7,2.9.3.5
11028,v1063542711,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,82.9,2.9.3.6
11029,v1063542712,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,26.0,2.9.3.7
11030,v1063542713,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,71.8,2.9.3.8
11031,v1063542714,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,50.4,2.9.3.9
11032,v1063542715,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,73.9,2.9.3.10
11033,v1063542716,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,80.3,2.9.3.11
11034,v1063542717,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,85.1,2.9.3.12
11035,v1063542718,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,83.8,2.9.3.13
11036,v1063542719,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,86.0,2.9.3.14
11037,v1063542720,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,83.5,2.9.3.15
11038,v1063542721,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,79.4,2.9.3.16
11039,v1063542722,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,63.9,2.9.3.17
11040,v1063542723,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,41.4,2.9.3.18
11041,v1063542724,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,7.2,2.9.3.19
11042,v1063542725,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,14.3,2.9.3.20
11043,v1063542726,2021,Newfoundland and Labrador,Participation rate,Females,Percentage,3.7,2.9.3.21
11044,v1063542750,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,51.0,2.10.2.1
11045,v1063542751,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,49.1,2.10.2.2
11046,v1063542752,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,51.3,2.10.2.3
11047,v1063542753,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,75.1,2.10.2.4
11048,v1063542771,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,62.2,2.10.2.22
11049,v1063542754,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,41.1,2.10.2.5
11050,v1063542755,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,75.1,2.10.2.6
11051,v1063542756,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,28.8,2.10.2.7
11052,v1063542757,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,64.4,2.10.2.8
11053,v1063542758,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,34.6,2.10.2.9
11054,v1063542759,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,62.4,2.10.2.10
11055,v1063542760,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,71.9,2.10.2.11
11056,v1063542761,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,74.6,2.10.2.12
11057,v1063542762,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,79.5,2.10.2.13
11058,v1063542763,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,75.0,2.10.2.14
11059,v1063542764,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,74.2,2.10.2.15
11060,v1063542765,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,75.7,2.10.2.16
11061,v1063542766,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,62.0,2.10.2.17
11062,v1063542767,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,40.4,2.10.2.18
11063,v1063542768,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,12.1,2.10.2.19
11064,v1063542769,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,22.7,2.10.2.20
11065,v1063542770,2021,Newfoundland and Labrador,Employment rate,Males,Percentage,6.6,2.10.2.21
11066,v1063542772,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,49.1,2.10.3.1
11067,v1063542773,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,53.2,2.10.3.2
11068,v1063542774,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,48.5,2.10.3.3
11069,v1063542775,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,77.6,2.10.3.4
11070,v1063542793,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,59.2,2.10.3.22
11071,v1063542776,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,36.5,2.10.3.5
11072,v1063542777,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,76.6,2.10.3.6
11073,v1063542778,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,22.6,2.10.3.7
11074,v1063542779,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,64.8,2.10.3.8
11075,v1063542780,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,42.6,2.10.3.9
11076,v1063542781,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,63.4,2.10.3.10
11077,v1063542782,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,74.2,2.10.3.11
11078,v1063542783,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,79.4,2.10.3.12
11079,v1063542784,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,77.7,2.10.3.13
11080,v1063542785,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,79.9,2.10.3.14
11081,v1063542786,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,78.0,2.10.3.15
11082,v1063542787,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,72.0,2.10.3.16
11083,v1063542788,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,56.9,2.10.3.17
11084,v1063542789,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,34.0,2.10.3.18
11085,v1063542790,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,6.4,2.10.3.19
11086,v1063542791,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,12.3,2.10.3.20
11087,v1063542792,2021,Newfoundland and Labrador,Employment rate,Females,Percentage,3.7,2.10.3.21
11088,v1063542948,2021,Prince Edward Island,Population,Males,Persons,65.9,3.1.2.1
11089,v1063542949,2021,Prince Edward Island,Population,Males,Persons,11.0,3.1.2.2
11090,v1063542950,2021,Prince Edward Island,Population,Males,Persons,54.9,3.1.2.3
11091,v1063542951,2021,Prince Edward Island,Population,Males,Persons,19.3,3.1.2.4
11092,v1063542969,2021,Prince Edward Island,Population,Males,Persons,20.9,3.1.2.22
11093,v1063542952,2021,Prince Edward Island,Population,Males,Persons,35.6,3.1.2.5
11094,v1063542953,2021,Prince Edward Island,Population,Males,Persons,29.2,3.1.2.6
11095,v1063542954,2021,Prince Edward Island,Population,Males,Persons,25.8,3.1.2.7
